id,name,WD Lsv,WD Len,WD Dsv,WD Den,WD e-postadress,WD telefonnummer,WD organisationsnummer (Sverige),abbreviation,other_names,description,classification,parent_id,founding_date,dissolution_date,image,url,jurisdiction_code,phone,email,address,contact,tags,source_url
se/kavlinge-kommun,Kävlinge kommun,Kävlinge kommun,Kävlinge Municipality,"kommun i Skåne län, Sverige","municipality in Skåne County, Sweden",,,212000-1058,,,Förortskommuner till större städer,4.0,,,,,http://www.kavlinge.se,SE,046-73 90 00,kommunen@kavlinge.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/kemikalieinspektionen,Kemikalieinspektionen,Kemikalieinspektionen,Swedish Chemicals Agency,Svensk statlig myndighet,Swedish regulator authority,mailto:kemi@kemi.se,+46-8-519-411-00,202100-3880,,,,,,,,,www.kemi.se,SE,08-7357698,kemi@kemi.se,BOX 2,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/kils-kommun,Kils kommun,Kils kommun,Kil Municipality,"kommun i Värmlands län, Sverige","municipality in Värmland County, Sweden",,,212000-1751,,,Förortskommuner till större städer,4.0,,,,,http://www.kil.se,SE,0554-19100,kommun@kil.se,Box 88,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/kinda-kommun,Kinda kommun,Kinda kommun,Kinda Municipality,"kommun i Östergötlands län, Sverige","municipality in Östergötland County, Sweden",,,212000-0399,,,Kommuner i tätbefolkad region,9.0,,,,,http://www.kinda.se,SE,0494-19000,kinda@kinda.se,Box 1,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/kiruna-kommun,Kiruna kommun,Kiruna kommun,Kiruna Municipality,"kommun i Norrbottens län, Sverige","municipality in Norrbotten County, Sweden",,,212000-2783,,,Kommuner i glesbefolkad region,10.0,,,,,http://www.kommun.kiruna.se,SE,0980-70000,kommun@kommun.kiruna.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/klippans-kommun,Klippans kommun,Klippans kommun,Klippan Municipality,"kommun i Skåne län, Sverige","municipality in Skåne County, Sweden",,,212000-0928,,,Pendlingskommuner,5.0,,,,,http://www.klippan.se,SE,0435-28000,kommun@klippan.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/knivsta-kommun,Knivsta kommun,Knivsta kommun,Knivsta Municipality,"kommun i Uppsala län, Sverige","municipality in Uppsala County, Sweden",,,212000-3013,,,Förortskommuner till större städer,4.0,,,,,http://www.knivsta.se,SE,018-347000,knivsta@knivsta.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/kommerskollegium,Kommerskollegium,Kommerskollegium,National Board of Trade,svensk statlig förvaltningsmyndighet,Swedish authority,mailto:registrator@kommers.se,+46-8-690-48-00,202100-2007,,,,,,,,,www.kommers.se,SE,08-306759,registrator@kommers.se,BOX 6803,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/konjunkturinstitutet,Konjunkturinstitutet,Konjunkturinstitutet,National Institute of Economic Research,svensk statlig förvaltningsmyndighet,Swedish research institute,mailto:registrator@konj.se,+46-8-453-59-00,202100-0845,,,,,,,,,www.konj.se,SE,08-4535980,ki@konj.se,BOX 3116,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/konkurrensverket,Konkurrensverket,Konkurrensverket,Swedish Competition Authority,en svensk statlig myndighet,Swedish administrative authority,mailto:konkurrensverket@kkv.se,+46-8-700-16-00,202100-4342,,,,,,,,,www.konkurrensverket.se,SE,08-245543,konkurrensverket@kkv.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/konstfack,Konstfack,Konstfack,Konstfack,"konsthögskola i Stockholm, Sverige","art college in Stockholm, Sweden",mailto:registrator@konstfack.se,+46-8-450-41-00,202100-1199,,,,,,,,,www.konstfack.se,SE,08-4504128,registrator@konstfack.se,BOX 3601,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/konstnarsnamnden,Konstnärsnämnden,Konstnärsnämnden,,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:info@konstnarsnamnden.se,+46-8-506-550-00,202100-3252,,,,,,,,,www.konstnarsnamnden.se,SE,,info@konstnarsnamnden.se,MARIA SKOLGATA 83,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/konsumentverket,Konsumentverket,Konsumentverket,Swedish Consumer Agency,en svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:konsumentverket@konsumentverket.se,+46-77-142-33-00,202100-2064,,,,,,,,,www.konsumentverket.se,SE,054-194195,konsumentverket@konsumentverket.se,BOX 48,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/kopings-kommun,Köpings kommun,Köpings kommun,Köping Municipality,"kommun i Västmanlands län, Sverige","municipality in Västmanland County, Sweden",,,212000-2114,,,Varuproducerande kommuner,7.0,,,,,http://www.koping.se,SE,0221-25000,kopings.kommun@koping.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/kramfors-kommun,Kramfors kommun,Kramfors kommun,Kramfors Municipality,"kommun i Västernorrlands län, Sverige","municipality in Västernorrland County, Sweden",,,212000-2429,,,Kommuner i glesbefolkad region,10.0,,,,,http://www.kramfors.se,SE,0612-800 00,kommun@kramfors.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/krigsforsakringsnamnden,Krigsförsäkringsnämnden (Sverige),Krigsförsäkringsnämnden (Sverige),,svensk statlig förvaltningsmyndighet,Swedish government agency,,+46-8-787-80-00,202100-5810,,,,,,,,,,SE,08-241335,,BOX 7821,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/kriminalvarden,Kriminalvården,Kriminalvården,Swedish Prison and Probation Service,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:hk@kriminalvarden.se,+46-77-228-08-00,202100-0225,,,,,,,,,www.kriminalvarden.se,SE,011-4963640,hk@kriminalvarden.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/kristianstads-kommun,Kristianstads kommun,Kristianstads kommun,Kristianstad Municipality,"kommun i Skåne län, Sverige","municipality in Skåne County, Sweden",,,212000-0951,,,Större städer,3.0,,,,,http://www.kristianstad.se,SE,044-135000,kommun@kristianstad.se,Rådhuset,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/kristianstads-tingsratt,Kristianstads tingsrätt,Kristianstads tingsrätt,,,,,,,,,,,,,,,www.kristianstadstingsratt.domstol.se,SE,,kristianstads.tingsratt@dom.se,BOX 536,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/kristinehamns-kommun,Kristinehamns kommun,Kristinehamns kommun,Kristinehamn Municipality,"kommun i Värmlands län, Sverige","municipality in Värmland County, Sweden",,,212000-1868,,,Kommuner i tätbefolkad region,9.0,,,,,http://www.kristinehamn.se,SE,0550-88000,kommunen@kristinehamn.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/krokoms-kommun,Krokoms kommun,Krokoms kommun,Krokom Municipality,"kommun i Jämtlands län, Sverige","municipality in Jämtland County, Sweden",,,212000-2478,,,Pendlingskommuner,5.0,,,,,http://www.krokom.se,SE,0640-16100,krokoms.kommun@krokom.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/kronofogdemyndigheten,Kronofogdemyndigheten,Kronofogdemyndigheten,Swedish Enforcement Authority,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:kronofogdemyndigheten@kronofogden.se,+46-77-173-73-00,202100-5646,,,,,,,,,www.kronofogden.se,SE,,kronofogdemyndigheten@kronofogden.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/kumla-kommun,Kumla kommun,Kumla kommun,Kumla Municipality,"kommun i Örebro län, Sverige","municipality in Örebro County, Sweden",,,212000-1975,,,Förortskommuner till större städer,4.0,,,,,http://www.kumla.se,SE,019-588000,kommun@kumla.se,Stadshuset,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/kungalvs-kommun,Kungälvs kommun,Kungälvs kommun,Kungälv Municipality,"kommun i Västra Götalands län, Sverige","municipality in Västra Götaland County, Sweden",,,212000-1371,,,Förortskommuner till storstäderna,2.0,,,,,http://www.kungalv.se,SE,0303-23 80 00,kommun@kungalv.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/kungliga-biblioteket,Kungliga biblioteket,Kungliga biblioteket,National Library of Sweden,Sveriges nationalbibliotek,library,mailto:kungl.biblioteket@kb.se,+46-10-709-30-00,202100-1710,,,,,,,,,www.kb.se,SE,,kungl.biblioteket@kb.se,BOX 5039,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/kungliga-konsthogskolan,Kungliga Konsthögskolan,Kungliga Konsthögskolan,Royal Institute of Art,svensk statlig högskola i Stockholm,"art school in Stockholm, Sweden",mailto:info@kkh.se,+46-8-614-40-00,202100-2957,,,,,,,,,www.kkh.se,SE,08-6798626,info@kkh.se,BOX 16315,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/kungliga-musikhogskolan,Kungliga Musikhögskolan i Stockholm,Kungliga Musikhögskolan i Stockholm,Royal College of Music in Stockholm,svensk statlig förvaltningsmyndighet,"college of music in Stockholm, Sweden",mailto:registrator@kmh.se,+46-8-16-18-00,202100-1215,,,,,,,,,www.kmh.se,SE,08-6641424,info@kmh.se,BOX 27711,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/kungliga-tekniska-hogskolan,Kungliga Tekniska högskolan,Kungliga Tekniska högskolan,Royal Institute of Technology,tekniskt universitet i Stockholm,"university in Stockholm, Sweden",mailto:registrator@kth.se,+46-8-790-60-00,202100-3054,,,,,,,,,www.kth.se,SE,08-7906500,registrator@kth.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/kungsbacka-kommun,Kungsbacka kommun,Kungsbacka kommun,Kungsbacka Municipality,"kommun i Hallands län, Sverige","municipality in Halland County, Sweden",mailto:info@kungsbacka.se,+46-300-83-40-00,212000-1256,,,Förortskommuner till storstäderna,2.0,,,,,http://www.kungsbacka.se,SE,0300-834000,kommun@kungsbacka.se,Stadshuset,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/kungsors-kommun,Kungsörs kommun,Kungsörs kommun,Kungsör Municipality,"kommun i Västmanlands län, Sverige","municipality in Västmanland County, Sweden",,,212000-2056,,,Pendlingskommuner,5.0,,,,,http://www.kungsor.se,SE,0227-600000,info@kungsor.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/kustbevakningen,Kustbevakningen,Kustbevakningen,Swedish Coast Guard,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:registrator@kustbevakningen.se,+46-77-670-70-00,202100-3997,,,,,,,,,www.kustbevakningen.se,SE,0455-10521,registrator@kustbevakningen.se,BOX 536,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lagradet,Lagrådet,Lagrådet,Council on Legislation,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:lagradet@dom.se,+46-8-561-666-00,202100-5315,,,,,,,,,www.lagradet.se,SE,,,BOX 2066,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/laholms-kommun,Laholms kommun,Laholms kommun,Laholm Municipality,"kommun i Hallands län, Sverige","municipality in Halland County, Sweden",,,212000-1223,,,Kommuner i tätbefolkad region,9.0,,,,,http://www.laholm.se,SE,0430-15000,kommun@laholm.se,Stadshuset,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/lakemedelsverket,Läkemedelsverket,Läkemedelsverket,Medical Products Agency,svensk statlig förvaltningsmyndighet,Swedish administrative authority,mailto:registrator@lakemedelsverket.se,+46-18-17-46-00,202100-4078,,,,,,,,,www.lakemedelsverket.se,SE,018-548566,registrator@mpa.se,BOX 26,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/landskrona-stad,Landskrona stad,Landskrona stad,,,,,,,,,Kommuner i tätbefolkad region,9.0,,,,,http://www.landskrona.se,SE,0418-470000,kommun@landskrona.se,Stadshuset,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterkommuner.1246.html
se/landstinget-blekinge,Region Blekinge,Region Blekinge,Blekinge County Council,regionkommun i Blekinge län,,mailto:region@regionblekinge.se,+46-455-73-10-00,232100-0081,,,,,,,,,http://www.ltblekinge.se,SE,0455-73 10 00,landstinget.blekinge@ltblekinge.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/landstinget-dalarna,Region Dalarna,Region Dalarna,Dalarna County Council,regionkommun för Dalarnas län,government organization in Sweden,mailto:region.dalarna@regiondalarna.se,+46-23-49-00-00,232100-0180,,,,,,,,,http://www.ltdalarna.se,SE,023-49 00 00,landstinget.dalarna@ltdalarna.se,Box 712,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/landstinget-kalmar-lan,Region Kalmar län,Region Kalmar län,Kalmar County Council,regionkommun för Kalmar län,,mailto:region@regionkalmar.se,+46-480-840-00,232100-0073,,,,,,,,,http://www.ltkalmar.se,SE,0480-840 00,landstinget@ltkalmar.se,Box 601,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/landstinget-uppsala-lan,Region Uppsala,Region Uppsala,Uppsala Regional Council,regionkommun för Uppsala län,,mailto:region.uppsala@regionuppsala.se,+46-18-611-00-00,232100-0024,,,,,,,,,http://www.lul.se,SE,018-611 00 00,landstinget@lul.se,Box 602,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/landstinget-varmland,Region Värmland,Region Värmland,Värmland County Council,"regionkommunen för Värmlands län, Sverige","County Counsil for Värmland County, Sweden",,+46-10-831-50-00,232100-0156,,,,,,,,,http://www.liv.se,SE,054-61 50 00,info@liv.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/landstinget-sormland,Landstinget Sörmland,,,,,,,,,,,,,,,,http://www.landstingetsormland.se,SE,0155-24 50 00,landstinget.sormland@dll.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/landstinget-vasternorrland,Region Västernorrland,Region Västernorrland,Region Västernorrland,regionkommun för Västernorrlands län,"County Council for Västernorrland County, Sweden",mailto:region.vasternorrland@rvn.se,+46-611-800-00,232100-0206,,,,,,,,,http://www.lvn.se,SE,0611-800 00,landstinget.vasternorrland@lvn.se,,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/landstinget-vastmanland,Landstinget Västmanland,,,,,,,,,,,,,,,,http://www.ltv.se,SE,021-17 30 00,landstinget@ltv.se,Landstingshuset,,,http://skl.se/tjanster/kommunerlandsting/adressuppgifterlandstingregioner.1247.html
se/lansstyrelsen-i-blekinge-lan,Länsstyrelsen i Blekinge län,Länsstyrelsen i Blekinge län,Blekinge County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:blekinge@lansstyrelsen.se,+46-10-224-00-00,202100-2320,,,,,,,,,www.lansstyrelsen.se/blekinge,SE,010-2240223,blekinge@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-dalarnas-lan,Länsstyrelsen i Dalarnas län,Länsstyrelsen i Dalarnas län,Dalarna County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:dalarna@lansstyrelsen.se,+46-10-225-00-00,202100-2429,,,,,,,,,www.w.lst.se,SE,010-2250110,dalarna@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-gavleborgs-lan,Länsstyrelsen i Gävleborgs län,Länsstyrelsen i Gävleborgs län,Gävleborg County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:gavleborg@lansstyrelsen.se,+46-10-225-10-00,202100-2437,,,,,,,,,www.lansstyrelsen.se/gavleborg,SE,010-2251150,gavleborg@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-gotlands-lan,Länsstyrelsen i Gotlands län,Länsstyrelsen i Gotlands län,Gotland County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:gotland@lansstyrelsen.se,+46-10-223-90-00,202100-2312,,,,,,,,,www.lansstyrelsen.se/gotland/,SE,0498-217289,gotland@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-hallands-lan,Länsstyrelsen i Hallands län,Länsstyrelsen i Hallands län,Halland County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:halland@lansstyrelsen.se,+46-10-224-30-00,202100-2353,,,,,,,,,www.lansstyrelsen.se/halland,SE,035-107548,halland@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-jamtlands-lan,Länsstyrelsen i Jämtlands län,Länsstyrelsen i Jämtlands län,Jämtland County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:jamtland@lansstyrelsen.se,+46-10-225-30-00,202100-2452,,,,,,,,,www.lansstyrelsen.se/jamtland,SE,010-2253010,jamtland@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-jonkopings-lan,Länsstyrelsen i Jönköpings län,Länsstyrelsen i Jönköpings län,Jönköping County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:jonkoping@lansstyrelsen.se,+46-36-39-50-00,202100-2288,,,,,,,,,www.lansstyrelsen.se/jonkoping,SE,036-121558,jonkoping@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-kalmar-lan,Länsstyrelsen i Kalmar län,Länsstyrelsen i Kalmar län,Kalmar County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:kalmar@lansstyrelsen.se,+46-10-223-80-00,202100-2304,,,,,,,,,www.lansstyrelsen.se/kalmar,SE,010-2238110,kalmar@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-kronobergs-lan,Länsstyrelsen i Kronobergs län,Länsstyrelsen i Kronobergs län,Kronoberg County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:kronoberg@lansstyrelsen.se,+46-10-223-70-00,202100-2296,,,,,,,,,www.lansstyrelsen.se/kronoberg/,SE,010-2237220,kronoberg@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-norrbottens-lan,Länsstyrelsen i Norrbottens län,Länsstyrelsen i Norrbottens län,Norrbotten County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish county administrative board,mailto:Norrbotten@lansstyrelsen.se,+46-10-225-50-00,202100-2478,,,,,,,,,www.bd.lst.se,SE,0920-228411,Norrbotten@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-orebro-lan,Länsstyrelsen i Örebro län,Länsstyrelsen i Örebro län,Örebro County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:orebro@lansstyrelsen.se,+46-10-224-80-00,202100-2403,,,,,,,,,www.lansstyrelsen.se/orebro,SE,019-193010,orebro@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-ostergotlands-lan,Länsstyrelsen i Östergötlands län,Länsstyrelsen i Östergötlands län,Östergötland County Administrative Board,svensk statlig förvaltningsmyndighet,"government organization in Linköping, Sweden",mailto:ostergotland@lansstyrelsen.se,+46-10-223-50-00,202100-2270,,,,,,,,,www.lansstyrelsen.se/ostergotland,SE,013-101381,ostergotland@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
se/lansstyrelsen-i-skane-lan,Länsstyrelsen i Skåne län,Länsstyrelsen i Skåne län,Skåne County Administrative Board,svensk statlig förvaltningsmyndighet,Swedish government agency,mailto:skane@lansstyrelsen.se,+46-10-224-10-00,202100-2346,,,,,,,,,www.lansstyrelsen.se/skane,SE,010-2241110,skane@lansstyrelsen.se,,,,http://www.myndighetsregistret.scb.se/Myndighet.aspx
